interseccion,via_a,via_b,latitud,longitud
"Calle 8F | Carrera 55B","Calle 8F","Carrera 55B","3.4086144","-76.5440039"
"Calle 8F | Carrera 56","Calle 8F","Carrera 56","3.40808","-76.5441814"
"Calle 8G | Carrera 50A","Calle 8G","Carrera 50A","3.4107055","-76.5428056"
"Calle 8G | Carrera 50B","Calle 8G","Carrera 50B","3.4102984","-76.542942"
"Calle 8G | Carrera 51","Calle 8G","Carrera 51","3.4098189","-76.5430936"
"Calle 8G | Carrera 52","Calle 8G","Carrera 52","3.4090074","-76.5433383"
"Calle 8G | Carrera 55","Calle 8G","Carrera 55","3.4083911","-76.5435533"
"Calle 8G | Carrera 56","Calle 8G","Carrera 56","3.4079359","-76.5437108"
"Calle 8H | Carrera 50A","Calle 8H","Carrera 50A","3.4105619","-76.5423253"
"Calle 8H | Carrera 51","Calle 8H","Carrera 51","3.4096857","-76.5426595"
"Calle 8H | Carrera 52","Calle 8H","Carrera 52","3.4088646","-76.5429103"
"Calle 8H | Carrera 55","Calle 8H","Carrera 55","3.4082378","-76.5431153"
"Calle 9 | Carrera 10","Calle 9","Carrera 10","3.4468017","-76.5333781"
"Calle 9 | Carrera 11","Calle 9","Carrera 11","3.394631","-76.3886468"
"Calle 9 | Carrera 116","Calle 9","Carrera 116","3.3521478","-76.5443741"
"Calle 9 | Carrera 117","Calle 9","Carrera 117","3.3509375","-76.5443219"
"Calle 9 | Carrera 118","Calle 9","Carrera 118","3.3494682","-76.544189"
"Calle 9 | Carrera 12","Calle 9","Carrera 12","3.4452411","-76.5332789"
"Calle 9 | Carrera 122","Calle 9","Carrera 122","3.3424419","-76.5436657"
"Calle 9 | Carrera 124","Calle 9","Carrera 124","3.3397902","-76.5435255"
"Calle 9 | Carrera 127","Calle 9","Carrera 127","3.3324886","-76.5433906"
"Calle 9 | Carrera 128","Calle 9","Carrera 128","3.3310705","-76.5432813"
"Calle 9 | Carrera 13","Calle 9","Carrera 13","3.4443893","-76.533204"
"Calle 9 | Carrera 13A","Calle 9","Carrera 13A","3.3936819","-76.3864594"
"Calle 9 | Carrera 14","Calle 9","Carrera 14","3.443523","-76.5331763"
"Calle 9 | Carrera 14A","Calle 9","Carrera 14A","3.4421165","-76.5331789"
"Calle 9 | Carrera 15","Calle 9","Carrera 15","3.4419252","-76.5331818"
"Calle 9 | Carrera 16","Calle 9","Carrera 16","3.4413087","-76.532978"
"Calle 9 | Carrera 17","Calle 9","Carrera 17","3.3931557","-76.3847389"
"Calle 9 | Carrera 18","Calle 9","Carrera 18","3.4399512","-76.533187"
"Calle 9 | Carrera 20","Calle 9","Carrera 20","3.4385784","-76.5336133"
"Calle 9 | Carrera 22","Calle 9","Carrera 22","3.4377681","-76.5338558"
"Calle 9 | Carrera 23","Calle 9","Carrera 23","3.4369175","-76.5341302"
"Calle 9 | Carrera 23A","Calle 9","Carrera 23A","3.4361839","-76.5343444"
"Calle 9 | Carrera 23C","Calle 9","Carrera 23C","3.4352057","-76.5346365"
"Calle 9 | Carrera 23D","Calle 9","Carrera 23D","3.4345369","-76.5348365"
