SEXO;EDAD;HORA HECHO;FECHA HECHO;FECHA FALL.;CONDICION
Masculino;60;.;26/10/2018;26/10/2018;Peatón
Masculino;22;.;28/10/2018;28/10/2018;Motociclista
Femenino;47;14:25;28/10/2018;28/10/2018;Peatón
Masculino;77;.;30/10/2018;30/10/2018;Motociclista
Masculino;70;.;30/10/2018;30/10/2018;Peatón
Masculino;57;.;27/10/2018;2/11/2018;Peatón
Masculino;56;.;5/11/2018;4/11/2018;Peatón
Masculino;25;23:30;5/11/2018;5/11/2018;Motociclista
Masculino;51;4:20;6/11/2018;6/11/2018;Peatón
Masculino;47;1:30;15/10/2018;6/11/2018;Motociclista
Masculino;65;9:50;7/11/2018;7/11/2018;Motociclista
Masculino;70;19:30;29/10/2018;7/11/2018;Peatón
Masculino;58;19:35;3/11/2018;8/11/2018;Peatón
Masculino;25;5:50;10/11/2018;9/11/2018;Motociclista
Masculino;63;11:30;9/11/2018;9/11/2018;Conductor
Masculino;55;22:45;9/11/2018;11/11/2018;Peatón
Masculino;37;17:05;8/11/2018;11/11/2018;Motociclista
Masculino;46;10:45;4/11/2018;11/11/2018;Motociclista
Masculino;69;.;2/11/2018;11/11/2018;Peatón
Masculino;66;6:15;13/11/2018;13/11/2018;Peatón
Masculino;60;20:11;13/11/2018;14/11/2018;Peatón
Masculino;20;21:15;15/11/2018;16/11/2018;Motociclista
Masculino;17;12:00;18/11/2018;18/11/2018;Motociclista
Femenino;29;6:30;19/11/2018;19/11/2018;Motociclista
Masculino;62;.;19/11/2018;19/11/2018;Peatón
Femenino;24;23:14;19/11/2018;19/11/2018;Motociclista
Masculino;62;.;19/11/2018;19/11/2018;Peatón
Femenino;67;.;19/11/2018;19/11/2018;Peatón
Masculino;22;22:30;22/11/2018;22/11/2018;Motociclista
Masculino;69;19:00;12/11/2018;22/11/2018;Motociclista
Masculino;63;7:53;4/10/2018;22/11/2018;Peatón
Masculino;34;9:00;22/11/2018;23/11/2018;Motociclista
Masculino;60;10:50;25/10/2018;23/11/2018;Ciclista
Masculino;45;.;25/11/2018;25/11/2018;Conductor
Masculino;20;15:10;26/11/2018;26/11/2018;Motociclista
Femenino;56;4:30;27/11/2018;27/11/2018;Peatón
Masculino;62;9:20;28/11/2018;28/11/2018;Peatón
Masculino;60;.;28/11/2018;28/11/2018;Peatón
Masculino;72;13:42;1/12/2018;1/12/2018;Ciclista
Masculino;72;7:30;2/12/2018;3/12/2018;Ciclista
Femenino;61;4:30;2/12/2018;3/12/2018;Peatón
Masculino;23;10:55;6/12/2018;6/12/2018;Motociclista
Masculino;28;6:55;7/12/2018;7/12/2018;Motociclista
Masculino;49;14:40;7/12/2018;7/12/2018;Motociclista
Masculino;65;14:50;5/12/2018;7/12/2018;Ciclista
Masculino;71;23:00;19/11/2018;7/12/2018;Peatón
Femenino;72;17:00;30/07/2018;8/12/2018;Peatón
Masculino;65;20:20;27/11/2018;9/12/2018;Ciclista
Masculino;57;15:55;10/12/2018;10/12/2018;Peatón
Masculino;75;21:15;15/11/2018;11/12/2018;Peatón
Masculino;57;8:30;10/12/2018;12/12/2018;Motociclista
Femenino;77;17:59;14/12/2018;14/12/2018;Peatón
Masculino;24;0:39;15/12/2018;15/12/2018;Motociclista
Masculino;22;0:39;15/12/2018;15/12/2018;Motociclista
Masculino;32;1:40;15/12/2018;15/12/2018;Motociclista
Masculino;14;18:56;18/10/2018;16/12/2018;Peatón
Masculino;57;23:00;15/12/2018;17/12/2018;Peatón
Masculino;37;23:39;19/10/2018;20/12/2018;Motociclista
Masculino;60;.;21/12/2018;22/12/2018;Peatón
Masculino;54;.;23/12/2018;24/12/2018;Peatón
Masculino;30;13:05;23/12/2018;24/12/2018;Motociclista
Masculino;26;0:40;24/12/2018;25/12/2018;Motociclista
Masculino;24;6:55;26/12/2018;26/12/2018;Motociclista
Femenino;75;6:55;26/12/2018;26/12/2018;Peatón
Masculino;59;.;26/12/2018;26/12/2018;Motociclista
Masculino;55;11:59;27/12/2018;27/12/2018;Motociclista
Masculino;86;.;24/11/2018;27/12/2018;Peatón
Masculino;54;22:30;26/08/2018;27/12/2018;Peatón
Masculino;76;.;28/12/2018;28/12/2018;Peatón
Masculino;43;15:15;26/12/2018;28/12/2018;Pasajero de Auto
Masculino;52;23:00;26/12/2018;29/12/2018;Peatón
Femenino;75;.;17/12/2018;30/12/2018;Peatón
Masculino;23;4:00;31/12/2018;31/12/2018;Conductor
Masculino;39;5:20;1/01/2019;1/01/2019;Motociclista
Masculino;49;7:02;1/01/2019;1/01/2019;Motociclista
Masculino;18;20:15;2/11/2018;1/01/2019;Peatón
Masculino;65;6:50;4/01/2019;4/01/2019;Ciclista
Masculino;16;1:18;4/01/2019;5/01/2019;Motociclista
Masculino;14;12:30;31/12/2018;5/01/2019;Motociclista
Masculino;45;2:03;7/01/2019;7/01/2019;Peatón
Masculino;22;16:37;8/01/2019;8/01/2019;Motociclista
Masculino;52;10:35;10/01/2019;10/01/2019;Motociclista
Masculino;54;7:55;10/01/2019;10/01/2019;Peatón
Masculino;90;18:00;10/01/2019;10/01/2019;Peatón
Masculino;20;23:30;11/01/2019;12/01/2019;Motociclista
Masculino;86;19:30;20/12/2018;12/01/2019;Peatón
Femenino;41;8:05;12/01/2019;13/01/2019;Parrillero
Femenino;33;15:50;14/01/2019;14/01/2019;Peatón
Femenino;54;15:50;14/01/2019;14/01/2019;Peatón
Masculino;40;11:35;15/01/2019;15/01/2019;Ciclista
Masculino;81;.;9/01/2019;15/01/2019;Peatón
Femenino;48;5:45;17/01/2019;17/01/2019;Peatón
Masculino;58;13:20;18/01/2019;18/01/2019;Peatón
Masculino;86;12:56;22/11/2018;21/01/2019;Peatón
Masculino;88;.;31/12/2018;24/01/2019;Peatón
Masculino;20;13:40;28/01/2019;28/01/2019;Motociclista
Masculino;54;.;29/12/2018;29/01/2019;Peatón
Femenino;84;.;27/01/2019;1/02/2019;Peatón
Masculino;23;.;3/02/2019;4/02/2019;Motociclista
Femenino;65;9:07;8/12/2018;5/02/2019;Peatón
Femenino;85;18:50;7/02/2019;8/02/2019;Peatón
Masculino;88;15:20;9/02/2019;9/02/2019;Peatón
Masculino;67;5:30;18/01/2019;9/02/2019;Ciclista
Masculino;77;9:05;11/02/2019;11/02/2019;Motociclista
Masculino;22;1:00;11/02/2019;11/02/2019;Motociclista
Femenino;66;21:58;12/02/2019;13/02/2019;Peatón
Masculino;50;14:30;14/02/2019;14/02/2019;Motociclista
Femenino;69;.;13/02/2019;14/02/2019;Peatón
Masculino;82;10:00;8/02/2019;14/02/2019;Ciclista
Masculino;35;17:30;16/02/2019;16/02/2019;Motociclista
Masculino;42;3:20;18/02/2019;18/02/2019;Motociclista
Masculino;27;17:40;16/02/2019;18/02/2019;Motociclista
Masculino;15;14:30;12/02/2019;18/02/2019;Ciclista
Masculino;65;20:30;19/02/2019;19/02/2019;Peatón
Masculino;53;22:15;22/02/2019;22/02/2019;Peatón
Masculino;72;.;24/02/2019;24/02/2019;Peatón
Masculino;18;23:40;24/02/2019;24/02/2019;Motociclista
Masculino;67;7:40;18/02/2019;24/02/2019;Ciclista
Masculino;20;.;24/02/2019;25/02/2019;Motociclista
Femenino;37;.;26/02/2019;26/02/2019;Ciclista
Femenino;76;4:30;27/02/2019;27/02/2019;Peatón
Masculino;54;17:30;16/02/2019;28/02/2019;Ciclista
Femenino;50;.;.;1/03/2019;Peatón
Masculino;50;23.3;4/12/2018;3/03/2019;Ciclista
Masculino;45;8:30;6/03/2019;6/03/2019;Motociclista
Masculino;36;13:30;8/03/2019;8/03/2019;Motociclista
Masculino;64;22:00;7/03/2019;8/03/2019;Peatón
Masculino;22;0:45;9/03/2019;9/03/2019;Motociclista
Masculino;58;6:40;9/03/2019;9/03/2019;Motociclista
Masculino;24;3:18;9/03/2019;10/03/2019;Motociclista
Masculino;26;17:03;11/03/2019;11/03/2019;Ciclista
Masculino;24;10:10;28/11/2018;11/03/2019;Motociclista
Masculino;29;.;3/03/2019;12/03/2019;Motociclista
Masculino;45;.;10/03/2019;13/03/2019;Peatón
Masculino;40;10:20;1/02/2019;14/03/2019;Peatón
Masculino;73;.;15/03/2019;15/03/2019;Peatón
Femenino;66;20:10;14/03/2019;15/03/2019;Peatón
Masculino;23;3:00;16/03/2019;16/03/2019;Conductor
Masculino;60;3:00;16/03/2019;16/03/2019;Pasajero de Auto
Masculino;87;21:00;16/03/2019;16/03/2019;Peatón
Masculino;17;18:40;17/03/2019;17/03/2019;Parrillero
Masculino;62;12:00;16/03/2019;17/03/2019;Peatón
Femenino;28;18:30;20/03/2019;21/03/2019;Parrillero
Masculino;28;.;23/03/2019;23/03/2019;Motociclista
Femenino;45;.;25/03/2019;25/03/2019;Parrillero
Masculino;55;5:00;25/03/2019;25/03/2019;Motociclista
Masculino;67;.;14/01/2019;25/03/2019;Motociclista
Masculino;67;.;.;26/03/2019;Peatón
Masculino;43;6:30;4/02/2019;28/03/2019;Motociclista
Masculino;37;20:00;30/03/2019;30/03/2019;Motociclista
Masculino;67;20:35;23/03/2019;31/03/2019;Peatón
Masculino;81;19:00;10/03/2019;31/03/2019;Peatón
Masculino;56;16:20;28/03/2019;1/04/2019;Peatón
Masculino;71;9:30;27/03/2019;3/04/2019;Ciclista
Masculino;84;.;23/03/2019;4/04/2019;Peatón
Masculino;26;4:00;7/04/2019;7/04/2019;Motociclista
Masculino;83;6:00;7/04/2019;7/04/2019;Peatón
Masculino;27;23:20;8/04/2019;8/04/2019;Motociclista
Masculino;48;23:30;8/04/2019;8/04/2019;Ciclista
Masculino;25;10:50;23/03/2019;8/04/2019;Motociclista
Masculino;69;5:30;17/03/2019;9/04/2019;Peatón
Masculino;63;12:15;6/04/2019;10/04/2019;Ciclista
Masculino;62;13:50;11/04/2019;11/04/2019;Motociclista
Femenino;66;10:20;14/04/2019;14/04/2019;Peatón
Femenino;27;8:15;17/04/2019;17/04/2019;Motociclista
Masculino;53;4:00;16/04/2019;17/04/2019;Motociclista
Femenino;29;15:05;16/04/2019;18/04/2019;Peatón
Masculino;17;10:50;22/04/2019;22/04/2019;Motociclista
Masculino;18;22:30;17/04/2019;24/04/2019;Motociclista
Masculino;16;10:20;25/04/2019;25/04/2019;Ciclista
Masculino;29;20:50;22/04/2019;25/04/2019;Parrillero
Femenino;76;18:40;16/04/2019;25/04/2019;Peatón
Masculino;72;17:30;26/04/2019;26/04/2019;Peatón
Masculino;81;9:30;29/04/2019;29/04/2019;Peatón
Masculino;60;16:40;30/04/2019;30/04/2019;Ciclista
Masculino;87;21:30;30/04/2019;30/04/2019;Peatón
Masculino;75;13:00;28/04/2019;30/04/2019;Motociclista
Masculino;40;.;27/04/2019;30/04/2019;Peatón
Masculino;68;.;25/04/2019;30/04/2019;Peatón
Masculino;38;4:40;1/05/2019;1/05/2019;Ciclista
Masculino;26;7:30;2/05/2019;2/05/2019;Motociclista
Masculino;58;20:00;1/05/2019;3/05/2019;Peatón
Masculino;40;1:40;5/05/2019;5/05/2019;Motociclista
Masculino;91;.;4/05/2019;5/05/2019;Peatón
Masculino;84;13:25;6/05/2019;6/05/2019;Peatón
Masculino;22;14:05;5/05/2019;6/05/2019;Motociclista
Masculino;60;7:20;14/09/2017;7/05/2019;Ciclista
Masculino;63;10:00;9/05/2019;9/05/2019;Peatón
Femenino;52;8:02;10/05/2019;10/05/2019;Parrillero
Masculino;85;18:30;9/05/2019;10/05/2019;Peatón
Masculino;33;.;.;15/05/2019;Motociclista
Masculino;20;.;.;16/05/2019;Parrillero
Femenino;72;.;16/05/2019;16/05/2019;Motociclista
Femenino;21;18:30;17/05/2019;18/05/2019;Motociclista
Femenino;21;3:00;19/05/2019;19/05/2019;Parrillero
Masculino;2;15:45;20/05/2019;20/05/2019;Pasajero de Auto
Masculino;54;22:30;18/05/2019;20/05/2019;Motociclista
Masculino;31;14:00;17/05/2019;22/05/2019;Motociclista
Masculino;80;15:56;23/05/2019;23/05/2019;Peatón
Masculino;70;4:30;26/05/2019;26/05/2019;Ciclista
Masculino;21;23:34;26/05/2019;26/05/2019;Motociclista
Masculino;79;9:00;24/05/2019;28/05/2019;Peatón
Masculino;74;8:45;12/05/2019;30/05/2019;Motociclista
Femenino;23;1:32;31/05/2019;31/05/2019;Motociclista
Masculino;42;23:20;1/06/2019;1/06/2019;Ciclista
Masculino;37;19:10;31/05/2019;1/06/2019;Ciclista
Masculino;67;21:00;2/06/2019;2/06/2019;Peatón
Masculino;22;3:40;3/06/2019;3/06/2019;Pasajero de Auto
Masculino;39;.;3/06/2019;3/06/2019;Motociclista
Masculino;23;3:40;3/06/2019;3/06/2019;Pasajero de Auto
Masculino;27;18:10;30/05/2019;4/06/2019;Motociclista
Masculino;63;.;5/06/2019;5/06/2019;Peatón
Masculino;28;16:20;7/06/2019;7/06/2019;Motociclista
Femenino;41;19:40;8/06/2019;8/06/2019;Peatón
Femenino;27;21:50;9/06/2019;9/06/2019;Peatón
Masculino;35;13:38;10/06/2019;10/06/2019;Motociclista
Masculino;78;16:10;11/06/2019;11/06/2019;Motociclista
Masculino;23;12:47;10/06/2019;11/06/2019;Motociclista
Femenino;68;14:30;12/03/2019;12/06/2019;Peatón
Femenino;21;.;15/06/2019;15/06/2019;Motociclista
Masculino;45;20:00;17/06/2019;17/06/2019;Peatón
Masculino;68;19:00;16/06/2019;17/06/2019;Peatón
Masculino;18;2:10;23/02/2019;17/06/2019;Motociclista
Masculino;79;20:45;20/06/2019;21/06/2019;Peatón
Femenino;19;23:35;2/02/2019;21/06/2019;Peatón
Masculino;25;4:30;23/06/2019;23/06/2019;Peatón
Masculino;59;17:30;18/06/2019;23/06/2019;Peatón
Femenino;68;22:55;27/06/2019;27/06/2019;Peatón
Masculino;81;13:40;21/06/2019;28/06/2019;Peatón
Masculino;21;23:30;28/06/2019;29/06/2019;Motociclista
Femenino;15;13:30;30/06/2019;30/06/2019;Motociclista
Femenino;38;13:55;26/06/2019;1/07/2019;Parrillero
Masculino;32;.;.;2/07/2019;Peatón
Masculino;17;18:30;2/07/2019;2/07/2019;Ciclista
Femenino;70;17:30;2/07/2019;2/07/2019;Peatón
Masculino;20;11:20;4/07/2019;4/07/2019;Ciclista
Femenino;74;10:00;4/07/2019;5/07/2019;Peatón
Masculino;19;14:00;29/06/2019;5/07/2019;Motociclista
Masculino;60;2:45;7/07/2019;7/07/2019;Peatón
Masculino;59;19:10;7/07/2019;7/07/2019;Motociclista
Masculino;46;.;.;8/07/2019;Peatón
Masculino;42;0:10;21/04/2019;11/07/2019;Motociclista
Masculino;50;22:00;11/07/2019;12/07/2019;Peatón
Femenino;35;20:20;22/02/2019;12/07/2019;Motociclista
Masculino;23;3:15;13/07/2019;13/07/2019;Motociclista
Femenino;39;0:10;15/07/2019;15/07/2019;Pasajero de Auto
Masculino;68;19:50;7/07/2019;17/07/2019;Peatón
Masculino;23;4:20;20/07/2019;20/07/2019;Ciclista
Masculino;54;19:15;20/07/2019;20/07/2019;Peatón
Femenino;54;.;20/07/2019;20/07/2019;Peatón
Masculino;63;.;26/06/2019;20/07/2019;Peatón
Femenino;80;16:00;15/07/2019;22/07/2019;Peatón
Femenino;23h;9:30;22/07/2019;23/07/2019;Pasajero de Auto
Masculino;22;23:25;26/07/2019;26/07/2019;Motociclista
Masculino;85;20:30;20/07/2019;27/07/2019;Peatón
Masculino;21;2:32;28/07/2019;28/07/2019;Motociclista
Masculino;24;4:30;21/07/2019;30/07/2019;Motociclista
Femenino;56;.;26/06/2019;30/07/2019;Peatón
Femenino;56;18:20;1/08/2019;1/08/2019;Peatón
Femenino;56;5:20;1/08/2019;1/08/2019;Peatón
Masculino;63;10:45;24/07/2019;3/08/2019;Ciclista
Femenino;25;16:35;30/07/2019;4/08/2019;Motociclista
Masculino;44;1:10;13/01/2019;4/08/2019;Peatón
Masculino;55;2:07;7/08/2019;7/08/2019;Motociclista
Masculino;29;8:10;7/08/2019;7/08/2019;Motociclista
Masculino;75;.;21/05/2019;10/08/2019;Peatón
Masculino;30;6:40;11/08/2019;11/08/2019;Motociclista
Masculino;26;1:10;5/08/2019;13/08/2019;Motociclista
Masculino;46;14:15;14/08/2019;14/08/2019;Motociclista
Masculino;25;22:02;25/06/2019;17/08/2019;Peatón
Masculino;42;2:00;18/08/2019;18/08/2019;Motociclista
Masculino;25;3:40;19/08/2019;19/08/2019;Peatón
Masculino;47;5:20;21/08/2019;21/08/2019;Ciclista
Masculino;43;13:00;14/08/2019;22/08/2019;Motociclista
Masculino;71;7:10;23/08/2019;23/08/2019;Ciclista
Masculino;79;19:10;20/08/2019;24/08/2019;Peatón
Masculino;37;3:00;25/08/2019;25/08/2019;Motociclista
Masculino;58;17:25;21/08/2019;27/08/2019;Ciclista
Masculino;54;17:25;15/07/2019;29/08/2019;Ciclista
Masculino;85;7:53;31/08/2019;31/08/2019;Peatón
Masculino;41;21:00;23/04/2019;3/09/2019;Peatón
Masculino;62;.;2/09/2019;6/09/2019;Motociclista
Masculino;30;4:46;7/09/2019;7/09/2019;Motociclista
Masculino;25;3:30;8/09/2019;8/09/2019;Motociclista
Masculino;81;19:10;15/08/2019;16/09/2019;Peatón
Femenino;57;14:40;18/09/2019;18/09/2019;Parrillero
Masculino;35;6:30;23/09/2019;23/09/2019;Motociclista
Masculino;30;3:18;9/03/2019;23/09/2019;Motociclista
Masculino;58;.;26/09/2019;26/09/2019;Ciclista
Masculino;84;9:20;26/09/2019;27/09/2019;Peatón
Masculino;26;10:59;29/09/2019;30/09/2019;Motociclista
Masculino;20;0:42;2/10/2019;2/10/2019;Motociclista
Masculino;39;16:50;20/09/2019;4/10/2019;Peatón
Masculino;31;10:20;5/10/2019;5/10/2019;Peatón
Masculino;16;.;5/10/2019;5/10/2019;Motociclista
Masculino;63;.;4/10/2019;5/10/2019;Peatón
Masculino;31;9:00;6/10/2019;6/10/2019;Motociclista
Masculino;51;.;3/10/2019;8/10/2019;Peatón
Masculino;29;22:25;10/10/2019;10/10/2019;Motociclista
Masculino;20;0:15;7/10/2019;10/10/2019;Ciclista
Femenino;76;13:30;2/10/2019;12/10/2019;Peatón
Masculino;56;10:00;13/10/2019;13/10/2019;Peatón
Masculino;58;16:00;3/10/2019;13/10/2019;Pasajero de Auto
Femenino;26;.;14/10/2019;14/10/2019;Motociclista
Femenino;80;20:10;13/10/2019;14/10/2019;Peatón
Masculino;57;8:30;10/10/2019;14/10/2019;Peatón
Masculino;73;20:07;14/10/2019;16/10/2019;Peatón
Masculino;30;11:20;17/10/2019;19/10/2019;Motociclista
Masculino;20;20:30;20/10/2019;20/10/2019;Motociclista
Masculino;65;.;19/10/2019;20/10/2019;Ciclista
Masculino;19;16:00;20/06/2018;20/10/2019;Peatón
Femenino;83;17:35;20/09/2019;23/10/2019;Peatón
Masculino;73;13:10;28/09/2019;24/10/2019;Peatón
Masculino;63;20:50;25/10/2019;25/10/2019;Peatón
Masculino;26;23:30;23/10/2019;25/10/2019;Motociclista
Masculino;36;13:20;28/10/2019;28/10/2019;Motociclista
Masculino;60;.;15/09/2019;28/10/2019;Peatón
Masculino;33;15:00;29/10/2019;29/10/2019;Peatón
Femenino;53;9:00;30/10/2019;30/10/2019;Ciclista
Masculino;53;.;30/09/2019;1/11/2019;Peatón
Masculino;61;8:05;2/11/2019;2/11/2019;Motociclista
Masculino;22;9:30;2/11/2019;2/11/2019;Pasajero de Auto
Masculino;77;.;2/11/2019;2/11/2019;Peatón
Femenino;79;22:20;1/11/2019;3/11/2019;Peatón
Masculino;29;.;.;5/11/2019;Motociclista
Masculino;22;0:30;5/11/2019;5/11/2019;Motociclista
Masculino;83;10:45;5/11/2019;5/11/2019;Peatón
Masculino;86;11:20;5/11/2019;6/11/2019;Peatón
Femenino;49;23:09;10/11/2019;10/11/2019;Peatón
Masculino;77;12:30;6/11/2019;10/11/2019;Peatón
Masculino;78;10:30;10/11/2019;13/11/2019;Ciclista
Masculino;66;18:30;4/11/2019;13/11/2019;Peatón
Masculino;70;6:00;14/11/2019;14/11/2019;Peatón
Femenino;30;0:25;16/11/2019;16/11/2019;Peatón
Masculino;27;0:05;11/11/2019;16/11/2019;Motociclista
Masculino;54;6:35;30/10/2019;17/11/2019;Peatón
Masculino;21;.;18/11/2019;18/11/2019;Motociclista
Masculino;84;.;19/11/2019;19/11/2019;Peatón
Masculino;31;0:40;20/11/2019;20/11/2019;Motociclista
Masculino;45;10:40;20/11/2019;20/11/2019;Ciclista
Femenino;57;18:45;23/11/2019;23/11/2019;Parrillero
Masculino;72;20:30;24/11/2019;24/11/2019;Peatón
Masculino;26;3:10;27/11/2019;27/11/2019;Motociclista
Masculino;1;14:00;29/11/2019;29/11/2019;Parrillero
Femenino;16;4:40;1/12/2019;1/12/2019;Parrillero
Femenino;24;7:00;2/12/2019;2/12/2019;Motociclista
Masculino;49;19:40;1/12/2019;2/12/2019;Peatón
Masculino;35;9:30;18/08/2019;2/12/2019;Peatón
Masculino;23;8:35;3/12/2019;3/12/2019;Motociclista
Masculino;25;23:50;5/12/2019;5/12/2019;Conductor
Masculino;79;18:40;4/12/2019;5/12/2019;Peatón
Masculino;45;6:00;3/12/2019;5/12/2019;Motociclista
Masculino;37;1:10;6/12/2019;6/12/2019;Motociclista
Masculino;79;14:00;7/12/2019;7/12/2019;Peatón
Masculino;3;20:00;7/12/2019;7/12/2019;Pasajero de Auto
Masculino;21;20:00;7/12/2019;7/12/2019;Motociclista
Masculino;78;20:00;7/12/2019;7/12/2019;Peatón
Masculino;33;21:30;7/12/2019;7/12/2019;Motociclista
Masculino;70;17:50;7/12/2019;7/12/2019;Peatón
Femenino;33;4:00;8/12/2019;8/12/2019;Parrillero
Masculino;82;.;8/12/2019;8/12/2019;Sin dato
Femenino;27;19:01;10/12/2019;10/12/2019;Motociclista
Femenino;32;13:50;7/12/2019;10/12/2019;Pasajero de Auto
Masculino;25;16:20;13/12/2019;13/12/2019;Motociclista
Femenino;21;13:30;12/12/2019;13/12/2019;Parrillero
Masculino;44;.;6/12/2019;13/12/2019;Peatón
Masculino;60;.;.;15/12/2019;Peatón
Masculino;77;3:50;15/12/2019;15/12/2019;Ciclista
Masculino;52;5:20;17/12/2019;17/12/2019;Motociclista
Masculino;25;16:20;17/12/2019;17/12/2019;Motociclista
Masculino;25;7:30;17/12/2019;17/12/2019;Motociclista
Femenino;86;17:45;12/12/2019;17/12/2019;Peatón
Femenino;58;20:20;19/12/2019;19/12/2019;Peatón
Masculino;25;18:30;20/12/2019;20/12/2019;Peatón
Masculino;37;7:30;21/12/2019;21/12/2019;Motociclista
Masculino;38;21:20;21/12/2019;21/12/2019;Motociclista
Masculino;57;0:30;22/12/2019;22/12/2019;Motociclista
Masculino;40;6:30;29/11/2019;22/12/2019;Peatón
Masculino;71;.;21/12/2019;23/12/2019;Ciclista
Masculino;30;.;.;25/12/2019;Motociclista
Masculino;78;17:10;21/12/2019;25/12/2019;Peatón
Femenino;74;13:30;11/12/2019;26/12/2019;Peatón
Femenino;79;20:50;24/12/2019;27/12/2019;Peatón
Masculino;24;6:30;28/12/2019;28/12/2019;Motociclista
Femenino;14;20:00;27/12/2019;28/12/2019;Peatón
Femenino;71;.;21/12/2019;29/12/2019;Peatón
Femenino;57;16:50;30/12/2019;30/12/2019;Parrillero
Masculino;24;2:30;28/12/2019;30/12/2019;Motociclista
Masculino;84;2:45;1/01/2020;1/01/2020;Peatón
Masculino;47;14:27;1/01/2020;1/01/2020;Motociclista
Femenino;86;11:56;1/01/2020;1/01/2020;Peatón
Masculino;63;17:10;30/01/2019;3/01/2020;Ciclista
Masculino;28;8:30;1/01/2020;4/01/2020;Motociclista
Masculino;43;9:30;22/12/2019;5/01/2020;Peatón
Masculino;77;6:00;9/01/2020;9/01/2020;Peatón
Masculino;16;.;9/01/2020;9/01/2020;Ciclista
Femenino;55;15:14;9/01/2020;9/01/2020;Parrillero
Masculino;63;6:15;5/01/2020;10/01/2020;Ciclista
Masculino;54;10:30;11/01/2020;11/01/2020;Peatón
Masculino;82;18:14;12/01/2020;12/01/2020;Peatón
Femenino;38;18:30;12/01/2020;12/01/2020;Parrillero
Masculino;23;19:47;13/01/2020;13/01/2020;Motociclista
Femenino;70;19:15;17/01/2020;18/01/2020;Peatón
Masculino;24;4:40;19/01/2020;19/01/2020;Motociclista
Masculino;73;11:40;10/01/2020;19/01/2020;Motociclista
Masculino;84;.;19/12/2019;20/01/2020;Peatón
Masculino;54;.;13/01/2020;21/01/2020;Peatón
Masculino;60;18:10;22/01/2020;22/01/2020;Ciclista
Masculino;11;14:06;21/01/2020;22/01/2020;Ciclista
Masculino;83;9:00;23/01/2020;23/01/2020;Ciclista
Masculino;89;14:00;14/01/2020;24/01/2020;Peatón
Masculino;52;22:00;24/01/2020;25/01/2020;Peatón
Masculino;50;13:30;27/01/2020;27/01/2020;Motociclista
Masculino;23;16:40;26/01/2020;28/01/2020;Motociclista
Masculino;28;23:10;29/01/2020;30/01/2020;Motociclista
Masculino;24;4:00;28/01/2020;31/01/2020;Motociclista
Masculino;62;17:25;19/12/2019;31/01/2020;Ciclista
Masculino;60;1:10;20/01/2020;1/02/2020;Ciclista
Masculino;17;2:10;2/02/2020;2/02/2020;Motociclista
Masculino;74;8:00;31/01/2020;2/02/2020;Peatón
Masculino;21;21:30;25/01/2020;2/02/2020;Ciclista
Masculino;64;19:15;3/02/2020;4/02/2020;Peatón
Masculino;23;9:30;5/02/2020;5/02/2020;Motociclista
Femenino;21;6:35;7/02/2020;7/02/2020;Peatón
Femenino;45;17:40;6/02/2020;7/02/2020;Parrillero
Masculino;89;20:00;7/02/2020;9/02/2020;Peatón
Masculino;83;6:10;10/02/2020;10/02/2020;Peatón
Masculino;13;17:30;11/02/2020;11/02/2020;Ciclista
Femenino;73;16:30;14/02/2020;14/02/2020;Pasajero de Auto
Masculino;77;20:00;14/02/2020;15/02/2020;Peatón
Masculino;27;4:50;16/02/2020;16/02/2020;Motociclista
Masculino;79;13:15;15/01/2020;16/02/2020;Peatón
Masculino;67;21:20;8/02/2020;18/02/2020;Motociclista
Masculino;68;14:30;1/01/2020;19/02/2020;Conductor
Masculino;45;17:30;21/02/2020;21/02/2020;Motociclista
Masculino;30;9:50;21/02/2020;21/02/2020;Pasajero de Auto
Masculino;80;.;31/12/2019;21/02/2020;Peatón
Masculino;72;5:34;22/02/2020;22/02/2020;Peatón
Masculino;79;15:10;22/02/2020;22/02/2020;Peatón
Femenino;31;3:50;23/02/2020;23/02/2020;Motociclista
Masculino;78;13:46;24/02/2020;24/02/2020;Ciclista
Masculino;19;6:30;25/02/2020;25/02/2020;Motociclista
Masculino;70;16:45;25/02/2020;25/02/2020;Pasajero de Auto
Masculino;64;1:30;22/02/2020;26/02/2020;Motociclista
Masculino;62;12:10;24/02/2020;2/03/2020;Motociclista
Femenino;25;7:40;28/02/2020;3/03/2020;Motociclista
Masculino;18;23:40;4/03/2020;4/03/2020;Pasajero de Auto
Masculino;18;22:20;8/03/2020;8/03/2020;Motociclista
Masculino;41;5:40;24/01/2020;8/03/2020;Peatón
Masculino;60;.;9/03/2020;10/03/2020;Peatón
Masculino;61;.;27/01/2020;10/03/2020;Peatón
Masculino;23;5:00;11/03/2020;11/03/2020;Motociclista
Femenino;52;14:20;13/03/2020;13/03/2020;Parrillero
Masculino;30;.;16/03/2020;16/03/2020;Peatón
Masculino;19;17:00;14/03/2020;16/03/2020;Motociclista
Masculino;60;16:00;7/03/2020;16/03/2020;Peatón
Femenino;61;15:20;25/02/2020;16/03/2020;Parrillero
Masculino;30;19:30;14/03/2020;17/03/2020;Motociclista
Masculino;26;2:00;8/03/2020;19/03/2020;Conductor
Masculino;28;17:50;20/03/2020;20/03/2020;Motociclista
Masculino;65;21:00;17/03/2020;24/03/2020;Peatón
