SEXO;EDAD;HORA HECHO;FECHA HECHO;FECHA FALL.;CONDICION
Masculino;27;6:40;1/06/2017;1/06/2017;Motociclista
Masculino;24;6:40;1/06/2017;1/06/2017;Parrillero
Masculino;24;3:20;3/06/2017;3/06/2017;Motociclista
Masculino;26;14:30;24/05/2017;3/06/2017;Motociclista
Femenino;36;20:00;3/06/2017;4/06/2017;Peatón
Masculino;.;18:35;6/06/2017;6/06/2017;Peatón
Femenino;52;12:00;9/06/2017;9/06/2017;Peatón
Masculino;77;18:00;4/06/2017;10/06/2017;Peatón
Masculino;.;0:10;4/06/2017;11/06/2017;Motociclista
Femenino;69;12:20;5/06/2017;12/06/2017;Peatón
Masculino;25;23:00;16/04/2017;12/06/2017;Motociclista
Masculino;26;19:10;13/06/2017;16/06/2017;Motociclista
Masculino;82;18:00;6/06/2017;17/06/2017;Parrillero
Masculino;49;0:50;23/01/2017;18/06/2017;Motociclista
Masculino;3;14:50;20/06/2017;20/06/2017;Pasajero de Auto
Masculino;29;1:00;24/06/2017;24/06/2017;Peatón
Masculino;71;14:30;26/06/2017;26/06/2017;Peatón
Masculino;59;22:40;30/06/2017;30/06/2017;Peatón
Masculino;16;0:16;3/07/2017;3/07/2017;Ciclista
Masculino;49;20:10;4/07/2017;4/07/2017;Motociclista
Masculino;72;20:00;6/07/2017;5/07/2017;Peatón
Femenino;49;9:30;6/07/2017;7/07/2017;Peatón
Masculino;79;14:30;24/06/2017;7/07/2017;Ciclista
Masculino;29;0:10;9/07/2017;9/07/2017;Motociclista
Masculino;84;20:10;10/07/2017;10/07/2017;Peatón
Masculino;48;10:24;12/07/2017;12/07/2017;Peatón
Masculino;62;18:00;5/07/2017;12/07/2017;Ciclista
Femenino;81;14:00;13/07/2017;13/07/2017;Peatón
Femenino;43;14:30;15/07/2017;15/07/2017;Parrillero
Masculino;24;23:30;14/07/2017;15/07/2017;Motociclista
Masculino;66;16:45;13/07/2017;15/07/2017;Peatón
Masculino;59;21:45;3/07/2017;15/07/2017;Peatón
Masculino;44;4:40;16/07/2017;16/07/2017;Motociclista
Masculino;25;23:30;19/07/2017;19/07/2017;Parrillero
Masculino;23;4:15;20/07/2017;20/07/2017;Motociclista
Masculino;23;4:00;20/07/2017;20/07/2017;Motociclista
Masculino;56;1:45;10/07/2017;21/07/2017;Motociclista
Masculino;57;22:00;22/07/2017;22/07/2017;Ciclista
Masculino;70;18:10;23/07/2017;23/07/2017;Peatón
Masculino;59;8:30;10/06/2017;24/07/2017;Motociclista
Masculino;21;4:30;20/07/2017;26/07/2017;Motociclista
Masculino;53;13:48;27/07/2017;27/07/2017;Motociclista
Masculino;60;17:25;22/07/2017;27/07/2017;Ciclista
Masculino;20;21:00;20/07/2017;27/07/2017;Motociclista
Masculino;53;22:52;28/07/2017;28/07/2017;Peatón
Masculino;28;20:15;27/07/2017;28/07/2017;Motociclista
Masculino;69;14:20;1/08/2017;2/08/2017;Ciclista
Masculino;46;13:20;4/08/2017;4/08/2017;Motociclista
Masculino;23;19:30;5/08/2017;5/08/2017;Motociclista
Masculino;34;19:30;5/08/2017;5/08/2017;Motociclista
Femenino;16;19:30;5/08/2017;5/08/2017;Parrillero
Masculino;78;17:45;3/08/2017;5/08/2017;Peatón
Masculino;79;12:50;7/08/2017;6/08/2017;Peatón
Masculino;78;9:30;2/08/2017;6/08/2017;Peatón
Masculino;38;9:50;12/08/2017;12/08/2017;Motociclista
Masculino;65;8:20;14/08/2017;14/08/2017;Ciclista
Masculino;20;3:30;15/08/2017;15/08/2017;Motociclista
Masculino;59;19:00;14/08/2017;16/08/2017;Conductor
Masculino;34;7:20;12/08/2017;18/08/2017;Motociclista
Masculino;72;19:00;23/07/2017;20/08/2017;Peatón
Masculino;49;3:00;21/08/2017;21/08/2017;Motociclista
Femenino;17;16:10;22/08/2017;22/08/2017;Parrillero
Masculino;15;17:40;25/08/2017;25/08/2017;Ciclista
Masculino;52;15:10;9/08/2017;25/08/2017;Ciclista
Masculino;24;16:10;28/08/2017;28/08/2017;Motociclista
Masculino;.;17:30;28/08/2017;29/08/2017;Peatón
Masculino;66;10:00;19/08/2017;30/08/2017;Peatón
Masculino;60;16:15;31/08/2017;31/08/2017;Motociclista
Masculino;58;11:40;26/08/2017;31/08/2017;Peatón
Masculino;65;18:50;30/06/2017;4/09/2017;Peatón
Masculino;19;17:40;5/09/2017;5/09/2017;Motociclista
Masculino;56;6:50;6/09/2017;6/09/2017;Motociclista
Femenino;20;17:40;5/09/2017;6/09/2017;Parrillero
Masculino;18;21:50;5/09/2017;6/09/2017;Motociclista
Masculino;71;19:52;30/08/2017;6/09/2017;Peatón
Masculino;24;14:30;7/09/2017;7/09/2017;Motociclista
Masculino;19;20:00;7/09/2017;7/09/2017;Ciclista
Femenino;36;14:30;7/09/2017;7/09/2017;Parrillero
Femenino;71;17:50;8/09/2017;8/09/2017;Peatón
Masculino;23;0:05;8/09/2017;8/09/2017;Motociclista
Masculino;.;17:30;22/08/2017;8/09/2017;Conductor
Femenino;33;8:25;11/09/2017;11/09/2017;Parrillero
Masculino;25;17:00;12/08/2017;12/09/2017;Motociclista
Masculino;61;1:45;15/09/2017;15/09/2017;Motociclista
Masculino;35;0:55;17/09/2017;17/09/2017;Peatón
Masculino;.;22:24;17/09/2017;17/09/2017;Sin dato
Femenino;79;11:30;27/08/2017;21/09/2017;Peatón
Femenino;54;19:30;22/09/2017;23/09/2017;Peatón
Femenino;22;1:40;24/09/2017;24/09/2017;Pasajero de Auto
Masculino;28;8:30;25/09/2017;25/09/2017;Motociclista
Masculino;60;13:00;17/09/2017;25/09/2017;Peatón
Femenino;68;9:20;26/09/2017;26/09/2017;Peatón
Masculino;58;9:55;26/09/2017;26/09/2017;Peatón
Masculino;35;2:30;18/09/2017;28/09/2017;Motociclista
Femenino;20;11:50;26/09/2017;29/09/2017;Motociclista
Masculino;21;21:20;1/10/2017;1/10/2017;Sin dato
Masculino;19;1:50;26/08/2017;2/10/2017;Motociclista
Masculino;76;8:15;31/08/2017;3/10/2017;Ciclista
Femenino;68;.;2/10/2017;4/10/2017;Peatón
Femenino;34;12:40;11/10/2017;10/10/2017;Motociclista
Masculino;.;1:45;11/10/2017;11/10/2017;Motociclista
Femenino;77;9:10;6/10/2017;11/10/2017;Peatón
Masculino;20;17:00;12/10/2017;12/10/2017;Ciclista
Masculino;40;1:45;13/10/2017;13/10/2017;Motociclista
Masculino;71;.;12/10/2017;13/10/2017;Motociclista
Masculino;44;11:30;11/10/2017;13/10/2017;Motociclista
Masculino;69;10:30;6/10/2017;14/10/2017;Ciclista
Masculino;67;10:38;15/10/2017;15/10/2017;Peatón
Femenino;48;15:49;15/10/2017;15/10/2017;Peatón
Masculino;54;.;14/10/2017;15/10/2017;Peatón
Masculino;76;18:40;14/10/2017;16/10/2017;Peatón
Masculino;59;23:30;27/05/2017;16/10/2017;Peatón
Masculino;79;16:30;15/09/2017;17/10/2017;Peatón
Masculino;41;21:58;10/10/2017;18/10/2017;Pasajero de Auto
Masculino;79;9:25;9/10/2017;19/10/2017;Peatón
Femenino;21;1:50;20/10/2017;20/10/2017;Motociclista
Masculino;86;18:10;19/10/2017;20/10/2017;Peatón
Masculino;88;17:10;9/10/2017;21/10/2017;Peatón
Masculino;88;11:00;11/10/2017;22/10/2017;Peatón
Femenino;90;10:50;23/10/2017;23/10/2017;Peatón
Masculino;25;22:15;22/10/2017;23/10/2017;Motociclista
Masculino;24;4:30;14/10/2017;23/10/2017;Sin dato
Masculino;20;15:24;26/10/2017;26/10/2017;Peatón
Masculino;32;22:00;26/10/2017;26/10/2017;Motociclista
Masculino;24;20:40;30/10/2017;30/10/2017;Motociclista
Masculino;61;.;29/10/2017;30/10/2017;Peatón
Masculino;72;19:17;31/10/2017;31/10/2017;Peatón
Femenino;.;.;23/06/2017;31/10/2017;Motociclista
Femenino;77;7:50;1/11/2017;2/11/2017;Pasajero de Auto
Masculino;73;18:19;1/11/2017;3/11/2017;Peatón
Masculino;54;4:00;4/11/2017;4/11/2017;Motociclista
Masculino;24;2:00;4/11/2017;4/11/2017;Motociclista
Masculino;24;10:00;5/11/2017;5/11/2017;Ciclista
Masculino;88;9:00;7/06/2016;5/11/2017;Peatón
Masculino;21;4:30;6/11/2017;6/11/2017;Motociclista
Masculino;49;3:15;6/11/2017;6/11/2017;Motociclista
Masculino;21;3:25;10/11/2018;10/11/2017;Motociclista
Masculino;27;11:35;11/11/2017;11/11/2017;Motociclista
Masculino;26;22:50;12/11/2017;12/11/2017;Peatón
Masculino;82;11:30;12/11/2017;12/11/2017;Parrillero
Masculino;24;2:15;13/11/2017;13/11/2017;Motociclista
Masculino;.;1:30;16/11/2017;16/11/2017;Peatón
Masculino;42;5:05;17/12/2017;17/11/2017;Motociclista
Masculino;61;1:00;12/11/2017;17/11/2017;Parrillero
Masculino;70;14:10;19/11/2017;19/11/2017;Peatón
Masculino;20;2:45;19/11/2017;19/11/2017;Motociclista
Masculino;91;15:30;16/11/2017;20/11/2017;Peatón
Femenino;83;10:00;26/09/2017;21/11/2017;Peatón
Masculino;79;5:20;21/11/2017;23/11/2017;Peatón
Masculino;38;21:15;25/11/2017;25/11/2017;Motociclista
Masculino;73;10:10;22/02/2017;26/11/2017;Peatón
Masculino;42;13:00;27/11/2017;27/11/2017;Peatón
Masculino;55;18:30;17/03/2017;27/11/2017;Ciclista
Masculino;53;0:30;28/11/2017;28/11/2017;Peatón
Masculino;59;11:48;29/11/2017;29/11/2017;Peatón
Masculino;25;13:07;29/11/2017;29/11/2017;Motociclista
Femenino;42;7:05;1/12/2017;1/12/2017;Motociclista
Masculino;22;18:30;17/10/2017;2/12/2017;Motociclista
Femenino;23;.;27/11/2017;3/12/2017;Ciclista
Masculino;65;.;2/12/2017;4/12/2017;Peatón
Masculino;75;13:30;5/12/2017;5/12/2017;Ciclista
Masculino;34;.;6/12/2017;6/12/2017;Sin dato
Masculino;40;15:30;6/12/2017;6/12/2017;Motociclista
Masculino;59;3:40;25/11/2017;6/12/2017;Peatón
Femenino;64;.;6/12/2017;7/12/2017;Parrillero
Masculino;42;1:10;8/12/2017;8/12/2017;Motociclista
Masculino;34;21:30;7/12/2017;8/12/2017;Motociclista
Masculino;25;22:40;7/12/2017;8/12/2017;Peatón
Masculino;27;21:01;11/12/2017;11/12/2017;Motociclista
Femenino;64;20:20;11/11/2017;12/12/2017;Peatón
Masculino;81;8:25;16/08/2017;12/12/2017;Peatón
Masculino;28;11:00;15/12/2017;15/12/2017;Motociclista
Masculino;20;23:45;17/12/2017;17/12/2017;Motociclista
Femenino;31;1:10;8/12/2017;18/12/2017;Motociclista
Masculino;65;18:50;19/12/2017;19/12/2017;Peatón
Masculino;62;7:55;19/12/2017;21/12/2017;Ciclista
Masculino;42;3:20;24/12/2017;24/12/2017;Motociclista
Masculino;63;1:13;24/12/2017;24/12/2017;Motociclista
Femenino;70;21:50;2/12/2017;24/12/2017;Peatón
Masculino;53;.;25/12/2017;25/12/2017;Pasajero de Auto
Masculino;78;.;27/12/2017;27/12/2017;Peatón
Masculino;59;.;26/12/2017;27/12/2017;Peatón
Masculino;77;.;23/12/2017;27/12/2017;Peatón
Masculino;78;17:40;30/12/2017;30/12/2017;Motociclista
Masculino;31;4:15;1/01/2018;1/01/2018;Ciclista
Masculino;27;4:54;1/01/2018;1/01/2018;Motociclista
Femenino;38;22:01;1/01/2018;1/01/2018;Motociclista
Masculino;76;22:14;30/12/2017;4/01/2018;Peatón
Masculino;68;13:00;5/02/2018;5/01/2018;Peatón
Masculino;41;0:20;30/12/2017;5/01/2018;Motociclista
Masculino;50;23:32;6/01/2018;6/01/2018;Motociclista
Masculino;68;5:45;23/11/2017;6/01/2018;Peatón
Femenino;26;15:30;7/01/2018;7/01/2018;Peatón
Masculino;30;23:50;12/12/2017;8/01/2018;Motociclista
Masculino;82;16:40;9/01/2018;9/01/2018;Peatón
Masculino;62;10:30;2/01/2018;10/01/2018;Peatón
Masculino;80;18:20;10/01/2018;11/01/2018;Peatón
Masculino;27;1:30;12/01/2018;12/01/2018;Motociclista
Masculino;17;1:00;8/01/2018;12/01/2018;Motociclista
Masculino;35;2:27;13/01/2018;13/01/2018;Peatón
Masculino;79;7:15;4/12/2017;14/01/2018;Peatón
Masculino;26;14:45;15/01/2018;15/01/2018;Motociclista
Masculino;52;15:25;16/01/2018;16/01/2018;Conductor
Femenino;72;7:45;12/01/2018;16/01/2018;Peatón
Masculino;82;10:15;8/01/2018;17/01/2018;Peatón
Femenino;55;21:40;16/01/2018;18/01/2018;Peatón
Masculino;78;12:02;16/01/2018;18/01/2018;Peatón
Masculino;56;10:50;20/01/2018;20/01/2018;Peatón
Masculino;42;7:00;1/01/2018;20/01/2018;Ciclista
Masculino;77;4:30;16/12/2017;20/01/2018;Ciclista
Masculino;82;18:25;21/01/2018;21/01/2018;Ciclista
Masculino;21;23:40;21/01/2018;22/01/2018;Motociclista
Masculino;81;.;25/01/2018;25/01/2018;Peatón
Masculino;86;19:20;24/01/2018;25/01/2018;Peatón
Masculino;81;.;7/12/2017;25/01/2018;Peatón
Masculino;64;.;25/01/2018;26/01/2018;Peatón
Femenino;71;17:00;27/01/2018;27/01/2018;Peatón
Masculino;39;12:50;27/01/2018;27/01/2018;Ciclista
Femenino;49;20:50;26/01/2018;27/01/2018;Peatón
Masculino;82;.;15/01/2018;27/01/2018;Peatón
Femenino;77;12:50;13/01/2018;27/01/2018;Peatón
Masculino;83;19:30;14/01/2018;29/01/2018;Peatón
Femenino;45;5:40;30/01/2018;30/01/2018;Peatón
Femenino;38;13:05;30/01/2018;30/01/2018;Motociclista
Masculino;29;15:40;30/01/2018;1/02/2018;Motociclista
Masculino;39;23:00;27/01/2018;1/02/2018;Motociclista
Masculino;54;18:55;2/02/2018;2/02/2018;Peatón
Masculino;40;16:41;13/01/2018;2/02/2018;Peatón
Masculino;59;9:30;3/02/2018;3/02/2018;Ciclista
Masculino;83;15:50;24/01/2018;3/02/2018;Peatón
Masculino;37;23:00;4/02/2018;4/02/2018;Motociclista
Masculino;57;22:20;4/02/2018;4/02/2018;Motociclista
Femenino;78;18:00;6/02/2018;6/02/2018;Peatón
Femenino;89;16:00;21/01/2018;6/02/2018;Peatón
Masculino;27;6:30;7/02/2018;7/02/2018;Motociclista
Masculino;50;5:30;9/02/2018;9/02/2018;Ciclista
Masculino;68;20:00;10/02/2018;11/02/2018;Ciclista
Masculino;59;15:30;4/02/2018;12/02/2018;Motociclista
Femenino;51;8:00;13/02/2018;13/02/2018;Peatón
Femenino;50;14:02;13/02/2018;13/02/2018;Motociclista
Masculino;15;21:30;14/02/2018;14/02/2018;Ciclista
Masculino;36;.;9/02/2018;14/02/2018;Peatón
Masculino;21;.;6/02/2018;20/02/2018;Motociclista
Femenino;19;20:45;22/02/2018;22/02/2018;Peatón
Femenino;24;19:50;23/02/2018;23/02/2018;Motociclista
Femenino;32;.;23/02/2018;23/02/2018;Peatón
Masculino;37;22:45;23/02/2018;25/02/2018;Motociclista
Masculino;45;19:25;18/02/2018;25/02/2018;Peatón
Masculino;50;17:20;26/02/2018;26/02/2018;Peatón
Masculino;83;11:56;1/03/2018;1/03/2018;Peatón
Masculino;39;22:00;2/03/2018;2/03/2018;Motociclista
Masculino;27;19:50;23/02/2018;4/03/2018;Motociclista
Masculino;25;0:15;5/03/2018;5/03/2018;Ciclista
Masculino;61;12:45;3/03/2018;5/03/2018;Motociclista
Masculino;56;.;21/02/2018;5/03/2018;Ciclista
Masculino;82;12:50;6/03/2018;6/03/2018;Peatón
Masculino;22;5:10;8/03/2018;8/03/2018;Conductor
Femenino;73;10:15;6/03/2018;8/03/2018;Peatón
Femenino;56;10:30;5/03/2018;8/03/2018;Peatón
Masculino;22;.;10/03/2018;10/03/2018;Motociclista
Masculino;32;13:10;11/03/2018;11/03/2018;Motociclista
Masculino;65;21:05;14/03/2018;14/03/2018;Ciclista
Masculino;71;12:20;16/03/2018;16/03/2018;Motociclista
Masculino;62;7:45;18/03/2018;18/03/2018;Peatón
Masculino;73;18:00;21/03/2018;21/03/2018;Ciclista
Masculino;34;22:54;22/03/2018;22/03/2018;Motociclista
Masculino;59;10:50;22/03/2018;22/03/2018;Motociclista
Masculino;67;21:45;23/03/2018;23/03/2018;Peatón
Masculino;33;5:10;24/03/2018;24/03/2018;Ciclista
Masculino;71;5:30;15/03/2018;24/03/2018;Ciclista
Masculino;79;.;3/03/2018;24/03/2018;Motociclista
Masculino;77;6:40;25/03/2018;25/03/2018;Peatón
Masculino;30;8:06;27/03/2018;27/03/2018;Motociclista
Masculino;68;7:12;25/03/2018;27/03/2018;Peatón
Femenino;69;18:30;28/03/2018;28/03/2018;Peatón
Masculino;21;0:00;1/04/2018;1/04/2018;Motociclista
Femenino;79;16:30;1/04/2018;1/04/2018;Peatón
Masculino;80;18:20;31/03/2018;1/04/2018;Peatón
Femenino;62;13:15;2/04/2018;2/04/2018;Peatón
Masculino;41;5:35;4/04/2018;3/04/2018;Motociclista
Masculino;69;20:13;4/04/2018;4/04/2018;Peatón
Masculino;76;22:00;8/03/2018;6/04/2018;Parrillero
Masculino;29;1:50;8/04/2018;8/04/2018;Motociclista
Femenino;12;17:40;9/04/2018;9/04/2018;Parrillero
Masculino;59;1:30;12/04/2018;12/04/2018;Pasajero de Auto
Masculino;95;14:30;13/04/2018;13/04/2018;Peatón
Femenino;23;6:20;15/04/2018;15/04/2018;Parrillero
Masculino;65;5:00;16/04/2018;16/04/2018;Ciclista
Masculino;51;18:00;8/04/2018;16/04/2018;Peatón
Masculino;21;1:20;17/04/2018;17/04/2018;Motociclista
Femenino;55;10:00;16/04/2018;17/04/2018;Peatón
Masculino;56;2:15;19/04/2018;19/04/2018;Peatón
Masculino;23;2:50;19/04/2018;19/04/2018;Conductor
Masculino;71;19:15;19/04/2018;20/04/2018;Peatón
Masculino;70;21:55;24/03/2018;20/04/2018;Peatón
Masculino;41;.;19/04/2018;22/04/2018;Parrillero
Masculino;79;12:00;24/03/2018;22/04/2018;Pasajero de Auto
Masculino;68;9:26;23/04/2018;24/04/2018;Peatón
Masculino;40;.;14/04/2018;24/04/2018;Peatón
Masculino;63;.;26/04/2018;26/04/2018;Peatón
Masculino;80;18:30;27/04/2018;27/04/2018;Peatón
Femenino;61;19:30;26/04/2018;27/04/2018;Peatón
Masculino;63;9:30;8/04/2018;28/04/2018;Peatón
Masculino;60;6:45;29/04/2018;29/04/2018;Peatón
Masculino;45;23:22;29/04/2018;29/04/2018;Motociclista
Masculino;70;8:00;26/07/2018;3/05/2018;Peatón
Masculino;37;.;30/04/2018;4/05/2018;Peatón
Femenino;46;.;5/05/2018;5/05/2018;Motociclista
Masculino;51;22:30;4/05/2018;5/05/2018;Motociclista
Masculino;22;15:49;2/05/2018;6/05/2018;Motociclista
Femenino;25;.;2/05/2018;7/05/2018;Motociclista
Femenino;83;13:02;18/04/2018;7/05/2018;Peatón
Masculino;51;8:36;7/05/2018;8/05/2018;Peatón
Masculino;41;9:45;6/05/2018;8/05/2018;Motociclista
Masculino;81;8:23;11/05/2018;11/05/2018;Peatón
Masculino;75;10:00;10/05/2018;11/05/2018;Peatón
Masculino;79;15:00;18/04/2018;11/05/2018;Peatón
Masculino;69;20:40;13/05/2018;13/05/2018;Peatón
Masculino;71;.;17/05/2018;18/05/2018;Peatón
Masculino;54;15:50;5/05/2018;18/05/2018;Peatón
Masculino;22;5:30;19/05/2018;19/05/2018;Motociclista
Masculino;52;.;20/05/2018;22/05/2018;Motociclista
Masculino;48;20:30;12/05/2018;22/05/2018;Peatón
Masculino;41;13:15;25/05/2018;25/05/2018;Motociclista
Masculino;26;.;25/05/2018;25/05/2018;Motociclista
Masculino;40;20:20;26/05/2018;26/05/2018;Peatón
Masculino;52;6:30;26/05/2018;26/05/2018;Ciclista
Masculino;20;.;28/05/2018;28/05/2018;Motociclista
Masculino;17;22:30;30/05/2018;30/05/2018;Motociclista
Masculino;22;.;31/05/2018;31/05/2018;Motociclista
Masculino;40;.;28/05/2018;2/06/2018;Motociclista
Masculino;16;5:40;3/06/2018;3/06/2018;Parrillero
Femenino;17;22:30;30/05/2018;3/06/2018;Parrillero
Masculino;55;4:10;10/06/2018;4/06/2018;Motociclista
Femenino;30;2:47;4/06/2018;4/06/2018;Parrillero
Masculino;71;6:40;5/06/2018;5/06/2018;Peatón
Masculino;78;10:40;8/06/2018;8/06/2018;Motociclista
Masculino;85;11:30;31/05/2018;9/06/2018;Peatón
Masculino;24;3:35;31/05/2018;11/06/2018;Parrillero
Masculino;41;9:36;12/06/2018;13/06/2018;Motociclista
Femenino;37;7:15;6/06/2018;14/06/2018;Parrillero
Femenino;66;16:15;14/06/2018;15/06/2018;Peatón
Masculino;20;8:30;15/06/2018;16/06/2018;Motociclista
Masculino;70;.;6/06/2018;16/06/2018;Peatón
Masculino;24;22:10;6/06/2018;17/06/2018;Motociclista
Masculino;1;.;16/06/2018;19/06/2018;Parrillero
Masculino;57;16:55;20/06/2018;20/06/2018;Motociclista
Masculino;34;18:00;20/06/2018;20/06/2018;Motociclista
Femenino;23;21:55;22/06/2018;22/06/2018;Parrillero
Masculino;28;1:30;24/06/2018;24/06/2018;Motociclista
Masculino;45;11:20;24/06/2018;24/06/2018;Peatón
Masculino;21;19:40;25/06/2018;25/06/2018;Motociclista
Femenino;22;19:40;25/06/2018;25/06/2018;Parrillero
Masculino;68;.;22/06/2018;25/06/2018;Motociclista
Masculino;18;13:10;20/06/2018;27/06/2018;Motociclista
Masculino;60;7:50;28/06/2018;28/06/2018;Motociclista
Masculino;24;9:30;30/06/2018;30/06/2018;Motociclista
Masculino;31;12:00;23/06/2018;30/06/2018;Peatón
Masculino;70;.;2/07/2018;2/07/2018;Peatón
Masculino;74;20:40;3/07/2018;4/07/2018;Peatón
Masculino;57;.;19/06/2018;7/07/2018;Peatón
Femenino;30;5:09;8/07/2018;8/07/2018;Motociclista
Masculino;80;.;2/07/2018;9/07/2018;Peatón
Masculino;43;.;2/07/2018;9/07/2018;Peatón
Femenino;87;12:30;26/06/2018;10/07/2018;Peatón
Femenino;78;11:45;7/07/2018;11/07/2018;Peatón
Masculino;55;.;20/05/2018;12/07/2018;Peatón
Masculino;45;17:15;13/07/2018;13/07/2018;Motociclista
Masculino;60;.;13/07/2018;13/07/2018;Peatón
Masculino;16;20:30;7/07/2018;14/07/2018;Motociclista
Femenino;77;8:40;16/07/2018;17/07/2018;Peatón
Masculino;62;18:49;6/07/2018;17/07/2018;Peatón
Masculino;55;.;18/07/2018;18/07/2018;Peatón
Masculino;87;21:00;5/06/2018;19/07/2018;Peatón
Masculino;20;14:30;18/07/2018;21/07/2018;Motociclista
Femenino;68;12:10;22/07/2018;22/07/2018;Peatón
Femenino;71;23:00;21/07/2018;22/07/2018;Peatón
Masculino;68;14:25;20/07/2018;23/07/2018;Peatón
Femenino;23;20:30;17/07/2018;23/07/2018;Motociclista
Masculino;36;19:36;24/07/2018;24/07/2018;Peatón
Masculino;23;16:50;25/07/2018;25/07/2018;Peatón
Masculino;19;23:30;24/07/2018;25/07/2018;Motociclista
Masculino;26;15:30;20/07/2018;25/07/2018;Motociclista
Masculino;46;1:00;7/07/2018;27/07/2018;Motociclista
Masculino;76;21:30;21/07/2018;30/07/2018;Peatón
Masculino;56;14:15;27/07/2018;1/08/2018;Ciclista
Masculino;47;4:40;3/08/2018;3/08/2018;Motociclista
Masculino;81;19:00;4/08/2018;4/08/2018;Peatón
Masculino;69;10:30;4/08/2018;4/08/2018;Ciclista
Masculino;55;18:02;6/08/2018;6/08/2018;Motociclista
Masculino;87;7:30;6/08/2018;6/08/2018;Peatón
Masculino;50;.;7/08/2018;7/08/2018;Peatón
Masculino;50;4:50;5/08/2018;8/08/2018;Peatón
Masculino;56;2:30;9/08/2018;9/08/2018;Peatón
Masculino;78;16:50;26/07/2018;10/08/2018;Peatón
Masculino;32;11:50;30/07/2018;11/08/2018;Motociclista
Femenino;22;1:42;12/08/2018;12/08/2018;Parrillero
Masculino;24;1:42;12/08/2018;12/08/2018;Motociclista
Masculino;65;5:30;6/07/2018;12/08/2018;Ciclista
Masculino;64;13:00;5/09/2018;13/08/2018;Motociclista
Masculino;61;6:40;16/08/2018;16/08/2018;Motociclista
Masculino;42;18:18;18/08/2018;18/08/2018;Peatón
Masculino;23;5:40;19/08/2018;19/08/2018;Motociclista
Masculino;59;13:40;19/08/2018;19/08/2018;Pasajero de Auto
Masculino;26;19:00;19/08/2018;19/08/2018;Motociclista
Masculino;51;19:00;19/08/2018;19/08/2018;Motociclista
Masculino;21;13:44;20/08/2018;21/08/2018;Motociclista
Femenino;59;5:45;22/08/2018;22/08/2018;Peatón
Masculino;25;.;18/07/2018;23/08/2018;Motociclista
Masculino;55;.;24/08/2018;24/08/2018;Motociclista
Femenino;78;17:20;20/06/2018;26/08/2018;Peatón
Femenino;47;7:00;28/08/2018;28/08/2018;Parrillero
Masculino;26;10:10;28/08/2018;29/08/2018;Motociclista
Masculino;54;12:40;27/08/2018;29/08/2018;Peatón
Femenino;40;2:40;31/08/2018;31/08/2018;Peatón
Femenino;26;3:15;28/08/2018;31/08/2018;Motociclista
Masculino;47;4:20;1/09/2018;1/09/2018;Peatón
Masculino;71;22:47;1/09/2018;1/09/2018;Motociclista
Masculino;51;.;1/09/2018;1/09/2018;Peatón
Masculino;22;17:35;5/09/2018;5/09/2018;Motociclista
Femenino;71;18:30;5/09/2018;5/09/2018;Peatón
Masculino;81;7:30;4/09/2018;5/09/2018;Peatón
Femenino;46;16:00;6/09/2018;6/09/2018;Peatón
Masculino;20;7:55;9/09/2018;9/09/2018;Motociclista
Femenino;23;7:55;9/09/2018;9/09/2018;Parrillero
Masculino;39;.;11/09/2018;11/09/2018;Peatón
Femenino;40;.;12/09/2018;12/09/2018;Pasajero de Auto
Masculino;65;5:20;14/09/2018;14/09/2018;Peatón
Masculino;27;6:40;15/09/2018;15/09/2018;Motociclista
Masculino;42;.;16/09/2018;16/09/2018;Motociclista
Masculino;31;13:40;8/09/2018;18/09/2018;Ciclista
Masculino;61;11:45;19/09/2018;19/09/2018;Motociclista
Femenino;31;15:30;20/09/2018;20/09/2018;Motociclista
Masculino;24;0:11;17/09/2018;21/09/2018;Motociclista
Masculino;1;19:10;23/09/2018;24/09/2018;Peatón
Masculino;58;2:05;25/09/2018;25/09/2018;Ciclista
Masculino;77;5:00;13/09/2018;30/09/2018;Peatón
Femenino;24;.;1/10/2018;1/10/2018;Motociclista
Masculino;16;.;4/10/2018;5/10/2018;Motociclista
Masculino;82;.;4/10/2018;6/10/2018;Peatón
Masculino;66;0:50;8/10/2018;8/10/2018;Ciclista
Femenino;83;18:35;28/09/2018;8/10/2018;Peatón
Masculino;58;21:10;9/10/2018;9/10/2018;Peatón
Masculino;25;8:30;10/10/2018;10/10/2018;Peatón
Masculino;43;13:20;11/10/2018;11/10/2018;Ciclista
Masculino;67;.;12/10/2018;12/10/2018;Peatón
Masculino;62;17:10;13/10/2018;13/10/2018;Motociclista
Masculino;70;18:00;11/10/2018;14/10/2018;Peatón
Masculino;77;18:00;11/10/2018;14/10/2018;Peatón
Masculino;26;1:30;15/10/2018;15/10/2018;Motociclista
Femenino;48;9:30;18/10/2018;18/10/2018;Motociclista
Masculino;31;4:40;19/10/2018;19/10/2018;Motociclista
Femenino;75;.;19/10/2018;19/10/2018;Peatón
Masculino;34;22:40;5/10/2018;19/10/2018;Motociclista
Masculino;20;3:08;20/10/2018;20/10/2018;Motociclista
Masculino;75;.;22/10/2018;22/10/2018;Peatón
Masculino;28;10:45;24/10/2018;23/10/2018;Peatón
Masculino;17;6:40;24/10/2018;24/10/2018;Peatón
Femenino;41;17:00;25/10/2018;25/10/2018;Parrillero
